cell_sha,alpha,beta,gamma,p_skills,seed,final_reward,status,elapsed_s
687e3d1df78c,2.0,0.5,0.0,-1.0,7,-0.7200000283773988,ok,10.065194250026252
687e3d1df78c,2.0,0.5,0.0,-1.0,123,-0.9800000141840428,ok,10.979850666946732
687e3d1df78c,2.0,0.5,0.0,-1.0,314,-0.939999952330254,ok,10.506453167006839
687e3d1df78c,2.0,0.5,0.0,-1.0,271,-0.9800000111572444,ok,9.085370375018101
aa7bc0027183,2.0,0.5,0.5,-10.0,42,-0.9564583983737975,ok,9.062841499981005
aa7bc0027183,2.0,0.5,0.5,-10.0,7,-0.779999999795109,ok,8.888818542007357
aa7bc0027183,2.0,0.5,0.5,-10.0,123,-1.0300000093411654,ok,9.53050745895598
aa7bc0027183,2.0,0.5,0.5,-10.0,314,-0.8399999962421134,ok,9.756028999981936
aa7bc0027183,2.0,0.5,0.5,-10.0,271,-0.7800000389106572,ok,8.572258958010934
92a8d8322b74,2.0,0.5,0.5,-5.0,42,-0.9564583983737975,ok,8.845226124976762
92a8d8322b74,2.0,0.5,0.5,-5.0,7,-0.779999999795109,ok,8.992277875018772
92a8d8322b74,2.0,0.5,0.5,-5.0,123,-1.0300000093411654,ok,10.10359662497649
92a8d8322b74,2.0,0.5,0.5,-5.0,314,-0.8399999962421134,ok,9.891639290959574
92a8d8322b74,2.0,0.5,0.5,-5.0,271,-0.7800000389106572,ok,9.12463174998993
3d2922def7d1,2.0,0.5,0.5,-1.0,42,-0.9564583983737975,ok,9.097605834016576
3d2922def7d1,2.0,0.5,0.5,-1.0,7,-0.779999999795109,ok,8.781309207959566
3d2922def7d1,2.0,0.5,0.5,-1.0,123,-1.0300000093411654,ok,10.007238292018883
3d2922def7d1,2.0,0.5,0.5,-1.0,314,-0.8399999962421134,ok,10.108587249997072
3d2922def7d1,2.0,0.5,0.5,-1.0,271,-0.7800000389106572,ok,8.516766208049376
b3b6ac69c533,2.0,0.5,1.0,-10.0,42,-0.5799999692244455,ok,8.692375666985754
b3b6ac69c533,2.0,0.5,1.0,-10.0,7,-0.5799999651499093,ok,9.227728249970824
b3b6ac69c533,2.0,0.5,1.0,-10.0,123,-0.5800000547897071,ok,9.927790499990806
b3b6ac69c533,2.0,0.5,1.0,-10.0,314,-0.7399999563349411,ok,10.120375541970134
b3b6ac69c533,2.0,0.5,1.0,-10.0,271,-0.5799999753944576,ok,8.528178792039398
f9c84b5c7125,2.0,0.5,1.0,-5.0,42,-0.5799999692244455,ok,8.946732709009666
f9c84b5c7125,2.0,0.5,1.0,-5.0,7,-0.5799999651499093,ok,9.20998762495583
f9c84b5c7125,2.0,0.5,1.0,-5.0,123,-0.5800000547897071,ok,9.893071957980283
f9c84b5c7125,2.0,0.5,1.0,-5.0,314,-0.7399999563349411,ok,9.755557833006606
f9c84b5c7125,2.0,0.5,1.0,-5.0,271,-0.5799999753944576,ok,8.870079458050895
c019bbcf9713,2.0,0.5,1.0,-1.0,42,-0.5799999692244455,ok,9.02644612500444
c019bbcf9713,2.0,0.5,1.0,-1.0,7,-0.5799999651499093,ok,8.834755124989897
c019bbcf9713,2.0,0.5,1.0,-1.0,123,-0.5800000547897071,ok,9.607076958986
c019bbcf9713,2.0,0.5,1.0,-1.0,314,-0.7399999563349411,ok,9.690598042041529
c019bbcf9713,2.0,0.5,1.0,-1.0,271,-0.5799999753944576,ok,8.59993987501366
925eda5e9ded,2.0,1.0,0.0,-10.0,42,-0.4286419693380594,ok,8.729798915970605
925eda5e9ded,2.0,1.0,0.0,-10.0,7,-0.807500033872202,ok,8.823403082962614
925eda5e9ded,2.0,1.0,0.0,-10.0,123,-1.0800000303424895,ok,9.626213959010784
925eda5e9ded,2.0,1.0,0.0,-10.0,314,-1.0899999914690852,ok,9.736557999975048
925eda5e9ded,2.0,1.0,0.0,-10.0,271,-1.080000011541415,ok,8.57356962497579
2527c0b28198,2.0,1.0,0.0,-5.0,42,-0.4286419693380594,ok,8.905295125034172
2527c0b28198,2.0,1.0,0.0,-5.0,7,-0.807500033872202,ok,9.221230458002537
2527c0b28198,2.0,1.0,0.0,-5.0,123,-1.0800000303424895,ok,9.644784333999269
2527c0b28198,2.0,1.0,0.0,-5.0,314,-1.0899999914690852,ok,10.023148000007495
2527c0b28198,2.0,1.0,0.0,-5.0,271,-1.080000011541415,ok,8.52364883403061
72501a929b04,2.0,1.0,0.0,-1.0,42,-0.4286419693380594,ok,8.932001792010851
72501a929b04,2.0,1.0,0.0,-1.0,7,-0.807500033872202,ok,9.121141917014029
72501a929b04,2.0,1.0,0.0,-1.0,123,-1.0800000303424895,ok,10.09912087500561
72501a929b04,2.0,1.0,0.0,-1.0,314,-1.0899999914690852,ok,9.907440334034618
72501a929b04,2.0,1.0,0.0,-1.0,271,-1.080000011541415,ok,8.893849832995329
6024145f6015,2.0,1.0,0.5,-10.0,42,-0.7133333135861903,ok,9.160545166989323
6024145f6015,2.0,1.0,0.5,-10.0,7,-0.6325000110082328,ok,9.18574504100252
6024145f6015,2.0,1.0,0.5,-10.0,123,-1.1299999966286123,ok,9.593952208000701
6024145f6015,2.0,1.0,0.5,-10.0,314,-0.9899998863693327,ok,9.704553207964636
6024145f6015,2.0,1.0,0.5,-10.0,271,-0.8800000112387352,ok,8.607391166035086
fa7dddec83c0,2.0,1.0,0.5,-5.0,42,-0.7133333135861903,ok,9.120563332980964
fa7dddec83c0,2.0,1.0,0.5,-5.0,7,-0.6325000110082328,ok,8.748818750027567
fa7dddec83c0,2.0,1.0,0.5,-5.0,123,-1.1299999966286123,ok,9.855488874949515
fa7dddec83c0,2.0,1.0,0.5,-5.0,314,-0.9899998863693327,ok,9.723546374996658
fa7dddec83c0,2.0,1.0,0.5,-5.0,271,-0.8800000112387352,ok,8.355908334022388
792976991bf9,2.0,1.0,0.5,-1.0,42,-0.7133333135861903,ok,8.817624040995724
792976991bf9,2.0,1.0,0.5,-1.0,7,-0.6325000110082328,ok,8.7206511250115
792976991bf9,2.0,1.0,0.5,-1.0,123,-1.1299999966286123,ok,9.441663625009824
792976991bf9,2.0,1.0,0.5,-1.0,314,-0.9899998863693327,ok,9.910958416992798
792976991bf9,2.0,1.0,0.5,-1.0,271,-0.8800000112387352,ok,8.335632874979638
fe12f22c094d,2.0,1.0,1.0,-10.0,42,-0.6800000427756459,ok,8.771955708041787
fe12f22c094d,2.0,1.0,1.0,-10.0,7,-0.6799998031929135,ok,8.61767437501112
fe12f22c094d,2.0,1.0,1.0,-10.0,123,-1.1800000785151497,ok,9.724584624986164
fe12f22c094d,2.0,1.0,1.0,-10.0,314,-0.8899999398272485,ok,9.559461500030011
fe12f22c094d,2.0,1.0,1.0,-10.0,271,-0.6799999442882836,ok,8.715219292032998
137dc597c435,2.0,1.0,1.0,-5.0,42,-0.6800000427756459,ok,8.67851304099895
137dc597c435,2.0,1.0,1.0,-5.0,7,-0.6799998031929135,ok,8.552893084008247
137dc597c435,2.0,1.0,1.0,-5.0,123,-1.1800000785151497,ok,9.689790958014783
137dc597c435,2.0,1.0,1.0,-5.0,314,-0.8899999398272485,ok,9.904908415977843
137dc597c435,2.0,1.0,1.0,-5.0,271,-0.6799999442882836,ok,8.764743125007953
9ca803b6716b,2.0,1.0,1.0,-1.0,42,-0.6800000427756459,ok,8.821183916996233
9ca803b6716b,2.0,1.0,1.0,-1.0,7,-0.6799998031929135,ok,8.732922499999404
9ca803b6716b,2.0,1.0,1.0,-1.0,123,-1.1800000785151497,ok,9.331066792015918
9ca803b6716b,2.0,1.0,1.0,-1.0,314,-0.8899999398272485,ok,9.873881750041619
9ca803b6716b,2.0,1.0,1.0,-1.0,271,-0.6799999442882836,ok,8.653607208980247
c30978b31fc7,2.0,2.0,0.0,-10.0,42,-0.5619753347709775,ok,8.598851291986648
c30978b31fc7,2.0,2.0,0.0,-10.0,7,-1.2800000179558992,ok,8.91589862498222
c30978b31fc7,2.0,2.0,0.0,-10.0,123,-1.2800000065471977,ok,9.67368029098725
c30978b31fc7,2.0,2.0,0.0,-10.0,314,-1.3899999596178532,ok,9.55045420897659
c30978b31fc7,2.0,2.0,0.0,-10.0,271,-1.280000048223883,ok,8.719828917004634
5e862840de15,2.0,2.0,0.0,-5.0,42,-0.5619753347709775,ok,8.927340958965942
5e862840de15,2.0,2.0,0.0,-5.0,7,-1.2800000179558992,ok,9.625577291008085
5e862840de15,2.0,2.0,0.0,-5.0,123,-1.2800000065471977,ok,9.85969962499803
5e862840de15,2.0,2.0,0.0,-5.0,314,-1.3899999596178532,ok,9.943928332999349
5e862840de15,2.0,2.0,0.0,-5.0,271,-1.280000048223883,ok,8.891649790981319
39d49b2c0c53,2.0,2.0,0.0,-1.0,42,-0.5619753347709775,ok,9.151758541003801
39d49b2c0c53,2.0,2.0,0.0,-1.0,7,-1.2800000179558992,ok,9.091552916972432
39d49b2c0c53,2.0,2.0,0.0,-1.0,123,-1.2800000065471977,ok,9.667776333983056
39d49b2c0c53,2.0,2.0,0.0,-1.0,314,-1.3899999596178532,ok,10.060330499953125
39d49b2c0c53,2.0,2.0,0.0,-1.0,271,-1.280000048223883,ok,8.602827249967959
dd6df3bcf292,2.0,2.0,0.5,-10.0,42,-0.9133333005011082,ok,8.828029499971308
dd6df3bcf292,2.0,2.0,0.5,-10.0,7,-0.5314285638742149,ok,9.358647959015798
dd6df3bcf292,2.0,2.0,0.5,-10.0,123,-1.3299999916926026,ok,9.93297458300367
dd6df3bcf292,2.0,2.0,0.5,-10.0,314,-1.2900000284425914,ok,9.70783816697076
dd6df3bcf292,2.0,2.0,0.5,-10.0,271,-1.079999992158264,ok,8.574434832960833
b8bc08264d7b,2.0,2.0,0.5,-5.0,42,-0.9133333005011082,ok,8.622327332966961
b8bc08264d7b,2.0,2.0,0.5,-5.0,7,-0.5314285638742149,ok,9.043195832986385
b8bc08264d7b,2.0,2.0,0.5,-5.0,123,-1.3299999916926026,ok,9.540764042001683
b8bc08264d7b,2.0,2.0,0.5,-5.0,314,-1.2900000284425914,ok,9.593373249983415
b8bc08264d7b,2.0,2.0,0.5,-5.0,271,-1.079999992158264,ok,8.645041000039782
8140a1b9b5ef,2.0,2.0,0.5,-1.0,42,-0.9133333005011082,ok,8.516734165954404
8140a1b9b5ef,2.0,2.0,0.5,-1.0,7,-0.5314285638742149,ok,9.106232166988775
8140a1b9b5ef,2.0,2.0,0.5,-1.0,123,-1.3299999916926026,ok,9.965679332963191
8140a1b9b5ef,2.0,2.0,0.5,-1.0,314,-1.2900000284425914,ok,9.997589709004387
8140a1b9b5ef,2.0,2.0,0.5,-1.0,271,-1.079999992158264,ok,8.518352082988713
97e0ecab5407,2.0,2.0,1.0,-10.0,42,-0.8799999859184027,ok,8.98035341699142
97e0ecab5407,2.0,2.0,1.0,-10.0,7,-0.281428512185812,ok,9.135868249984924
97e0ecab5407,2.0,2.0,1.0,-10.0,123,-1.379999934695661,ok,9.821797084005084
97e0ecab5407,2.0,2.0,1.0,-10.0,314,-1.189999922644347,ok,10.19724375003716
97e0ecab5407,2.0,2.0,1.0,-10.0,271,-0.8800000278279185,ok,8.53070108400425
f06b2c9ae2de,2.0,2.0,1.0,-5.0,42,-0.8799999859184027,ok,8.5348967500031
f06b2c9ae2de,2.0,2.0,1.0,-5.0,7,-0.281428512185812,ok,9.46707187499851
f06b2c9ae2de,2.0,2.0,1.0,-5.0,123,-1.379999934695661,ok,9.97786287497729
f06b2c9ae2de,2.0,2.0,1.0,-5.0,314,-1.189999922644347,ok,9.98050308402162
f06b2c9ae2de,2.0,2.0,1.0,-5.0,271,-0.8800000278279185,ok,9.002008125011344
3ac8460954e9,2.0,2.0,1.0,-1.0,42,-0.8799999859184027,ok,8.628400709014386
3ac8460954e9,2.0,2.0,1.0,-1.0,7,-0.281428512185812,ok,10.541770833020564
3ac8460954e9,2.0,2.0,1.0,-1.0,123,-1.379999934695661,ok,11.098789625044446
3ac8460954e9,2.0,2.0,1.0,-1.0,314,-1.189999922644347,ok,10.528735957981553
3ac8460954e9,2.0,2.0,1.0,-1.0,271,-0.8800000278279185,ok,8.762261875031982
