step,reward
0,-0.02124802954494953
1,0.017426785081624985
2,0.0014881943352520466
3,-0.00274516805075109
4,-0.0018494571559131145
5,0.0007327900966629386
6,0.00042181063327006996
7,-0.02407439984381199
8,-0.0013814850244671106
9,-0.002596825361251831
10,0.03217050060629845
11,-0.0027640636544674635
12,-0.003279337892308831
13,0.0023957041557878256
14,-0.0010383271146565676
15,-0.002666676649823785
16,0.01193807739764452
17,0.0025009114760905504
18,-0.002141535049304366
19,-0.016718648374080658
20,-0.00608820142224431
21,0.011790993623435497
22,-0.0066484990529716015
23,0.00940856896340847
24,-0.0034457382280379534
25,-0.01877678371965885
26,0.0032254373654723167
27,0.007846632972359657
28,-0.007890894077718258
29,0.004443013574928045
30,0.003131662029772997
31,-0.0037596134934574366
32,-0.01244512852281332
33,0.01685459166765213
34,-0.0007994313491508365
35,-0.0021410654298961163
36,0.03028019517660141
37,-0.01946570724248886
38,-0.005822962149977684
39,0.001224926090799272
40,-0.00975479744374752
41,0.01337786577641964
42,-0.008841325528919697
43,0.0006573119317181408
44,0.0007429613033309579
45,0.007675464265048504
46,-0.005812810268253088
47,-0.010164842940866947
48,0.0018638205947354436
49,0.007150581106543541
50,-0.00015509386139456183
51,0.01010255515575409
52,-0.006256447173655033
53,0.003730533644556999
54,0.0031723303254693747
55,-0.0006660450017079711
56,0.010340764187276363
57,0.0005705570802092552
58,-0.0005643784534186125
59,-0.0011011974420398474
60,-1.2403344953781925e-05
61,7.9999272202258e-06
62,-0.003590836189687252
63,-0.01333614718168974
64,-0.025979604572057724
65,0.00478891097009182
66,0.002182349096983671
67,0.00048679154133424163
68,0.005748444702476263
69,-0.009740442968904972
70,0.015046163462102413
71,0.0034792693331837654
72,-0.01723397895693779
73,0.0002756910980679095
74,3.788302274188027e-05
75,-0.002624864922836423
76,0.011891607195138931
77,0.010880522429943085
78,-0.013237123377621174
79,0.005423146300017834
80,0.0036475302185863256
81,-0.014305325224995613
82,0.0068617030046880245
83,-0.007703992538154125
84,0.007331990636885166
85,-0.007398002315312624
86,0.0016157507197931409
87,0.00995413213968277
88,-0.010753809474408627
89,-0.0003833600494544953
90,0.0073259565979242325
91,-0.0074911960400640965
92,-0.00612752977758646
93,0.004637126810848713
94,-0.007996052503585815
95,0.02077198587357998
96,-0.0048107123002409935
97,0.001600066781975329
98,-0.000696951465215534
99,-0.00920051708817482
100,0.007020474877208471
101,-0.011150226928293705
102,0.01830318383872509
103,0.00046916090650483966
104,-0.022004852071404457
105,0.021365011110901833
106,0.00041725224582478404
107,0.005259786732494831
108,-0.006893719546496868
109,0.007993163540959358
110,-5.657350629917346e-05
111,-0.016761470586061478
112,0.0007249442860484123
113,-0.00016497945762239397
114,0.010395382530987263
115,0.0010977888014167547
116,-0.014117593877017498
117,-0.0070862360298633575
118,-0.01456901989877224
119,0.005355399567633867
120,0.030132988467812538
121,-0.0011015617055818439
122,-0.0004464851226657629
123,-0.020369436591863632
124,-1.2958175830135588e-05
125,-0.00039865743019618094
126,0.014844834804534912
127,-0.008997710421681404
