step,reward
0,0.006151520647108555
1,0.004221199080348015
2,0.011370399966835976
3,-1.8822236597770825e-05
4,-0.0053178188391029835
5,0.0018542698817327619
6,0.001727284980006516
7,-0.001827917410992086
8,6.4549756643828e-05
9,0.00445358082652092
10,-0.002968988148495555
11,-0.00480286730453372
12,0.004891021177172661
13,0.0001376913714921102
14,-0.0038812998682260513
15,-0.004045323934406042
16,-0.0013571834424510598
17,-0.00092089525423944
18,0.0076288217678666115
19,-0.007291425950825214
20,0.0025268462486565113
21,0.014263954013586044
22,-0.008085742592811584
23,0.007453117053955793
24,0.0029170766938477755
25,-0.009111356921494007
26,-0.0020488586742430925
27,0.0073021757416427135
28,-0.0007288375054486096
29,-0.0016583251999691129
30,0.00047860926133580506
31,0.006849172990769148
32,-0.010683030821383
33,-0.0008061970584094524
34,8.652718679513782e-05
35,0.002830689772963524
36,-0.0017207219498232007
37,-0.006260513793677092
38,0.011478564701974392
39,-0.004643986001610756
40,0.004117988981306553
41,0.0016488124383613467
42,-0.0021329671144485474
43,-0.005349542014300823
44,-0.009618070907890797
45,-0.0020178942941129208
46,0.02069498412311077
47,0.0020099247340112925
48,-0.007829885929822922
49,-0.0037971006240695715
50,-0.0205413568764925
51,0.0008414717740379274
52,0.006565159652382135
53,0.0035740970633924007
54,0.003546376945450902
55,-0.00036139943404123187
56,-0.00028291804483160377
57,1.5206761645458755e-06
58,-0.00040965634980238974
59,-0.013325968757271767
60,0.02024157904088497
61,0.0007862384663894773
62,0.0006850637728348374
63,0.007225933950394392
64,0.018918553367257118
65,-0.00018151708354707807
66,0.00044627595343627036
67,-0.005453614983707666
68,0.001881458330899477
69,-0.011664253659546375
70,0.012370201759040356
71,0.007134596351534128
72,-0.019116409122943878
73,0.002993931993842125
74,-0.0019949879497289658
75,-0.001858892384916544
76,-0.0042083715088665485
77,0.0006785255973227322
78,-2.445937570882961e-05
79,0.001249103108420968
80,0.0068442015908658504
81,0.017751576378941536
82,-0.0013118158094584942
83,-0.022964579984545708
84,0.0008026763098314404
85,3.017969720531255e-05
86,0.001425697933882475
87,0.005816638004034758
88,0.002852790057659149
89,-0.0017957771196961403
90,-0.005034205038100481
91,0.0005216622957959771
92,0.001442032284103334
93,-0.006828986573964357
94,0.003512484719976783
95,-0.005693946965038776
96,0.001669089775532484
97,0.004441870842128992
98,0.009210578165948391
99,-0.01292191818356514
100,0.00764094665646553
101,-0.003763630287721753
102,0.006779646500945091
103,-0.004845279268920422
104,0.003715449245646596
105,0.0011087884195148945
106,-0.014349358156323433
107,0.003431702731177211
108,0.00293262698687613
109,-0.00017514558567199856
110,0.0004931846051476896
111,0.00010376170394010842
112,-0.01249744463711977
113,0.014281710609793663
114,0.013215151615440845
115,-0.0032075154595077038
116,0.009140867739915848
117,-0.0021017827093601227
118,-0.004425893537700176
119,-0.003692182945087552
120,0.011998944915831089
121,-0.004120794590562582
122,0.002151526277884841
123,-0.02175280824303627
124,-0.02024407684803009
125,0.027168937027454376
126,-0.009190535172820091
127,-0.0029913175385445356
