metric,step,mean,ci95,n
modularity,61.0,0.5879181165193721,0.0036242902487568815,5
modularity,62.0,0.5869172790547215,0.005097363900926634,5
modularity,63.0,0.5870426712355973,0.004111393538820044,5
modularity,64.0,0.5833583742923529,0.008924560533904636,5
modularity,65.0,0.588821279304144,0.002463907026143241,5
modularity,66.0,0.5874071428091412,0.004267986257190694,5
modularity,67.0,0.5891018778674385,0.005643355408333247,5
modularity,68.0,0.5882993627976447,0.006352138425793938,5
modularity,69.0,0.5870184163114853,0.006825113708830113,5
modularity,70.0,0.5879813550205674,0.006066367642737583,5
modularity,71.0,0.5885603222096785,0.005382617507088224,5
modularity,72.0,0.5900379914908206,0.00272552819046684,5
modularity,73.0,0.5891545029658581,0.005496962376926465,5
modularity,74.0,0.5861366518792142,0.007766108548805961,5
modularity,75.0,0.5875495707038524,0.006377787052439536,5
modularity,76.0,0.5825367489899251,0.007029612867850576,5
modularity,77.0,0.583152047466535,0.007826907969308204,5
modularity,78.0,0.5868047432624921,0.008235919002904303,5
modularity,79.0,0.5880308002554131,0.004909540803173573,5
modularity,80.0,0.5890171232250825,0.002723542131486252,5
modularity,81.0,0.5863888483758539,0.005285924044734455,5
modularity,82.0,0.5848040501917823,0.007337431639550875,5
modularity,83.0,0.5817246239666153,0.00783415048038629,5
modularity,84.0,0.5792852872863685,0.00864902690051268,5
modularity,85.0,0.5812648553640186,0.008246651371699746,5
modularity,86.0,0.5870438816307768,0.007305924336325031,5
modularity,87.0,0.5803895179781845,0.011298958287654783,5
modularity,88.0,0.5797773794853649,0.009755938779718214,5
modularity,89.0,0.5849450014233785,0.004180303410241972,5
modularity,90.0,0.5847057716753732,0.003283565360946743,5
modularity,91.0,0.5873147752873371,0.0018466359399874693,5
modularity,92.0,0.587292610702094,0.0020859596105846385,5
modularity,93.0,0.5866919283953335,0.00561533324791423,5
modularity,94.0,0.5836299049072954,0.006017675199301232,5
modularity,95.0,0.583462346768458,0.00497371320693818,5
modularity,96.0,0.58522278501642,0.007546199877621937,5
modularity,97.0,0.5854107966113914,0.00785397432073475,5
modularity,98.0,0.5848944129728064,0.008614724397215886,5
modularity,99.0,0.5847649007315842,0.009248329034007286,5
modularity,100.0,0.5846200076620358,0.00798474868916889,5
modularity,101.0,0.5842565401185249,0.008156047207469826,5
modularity,102.0,0.5842979881447419,0.00841905272415875,5
modularity,103.0,0.5850513097279825,0.008025712673773937,5
modularity,104.0,0.5843807085211876,0.008754391720993026,5
modularity,105.0,0.582166975028089,0.0037600998528934415,5
modularity,106.0,0.5823848791660006,0.004811035351204555,5
modularity,107.0,0.5822199614896424,0.004554654496017306,5
modularity,108.0,0.5810718897188851,0.005546920568096502,5
modularity,109.0,0.5809084899484593,0.005124675119344501,5
modularity,110.0,0.5837662027210762,0.006010785661795637,5
modularity,111.0,0.5834437937815913,0.0056321730220974305,5
modularity,112.0,0.5829698525634435,0.005010900274144346,5
modularity,113.0,0.58133850062701,0.0035747803504314105,5
modularity,114.0,0.5814415687258012,0.004414075959733804,5
modularity,115.0,0.5829376522866699,0.005907796141753977,5
modularity,116.0,0.5831967677426587,0.008633080319026584,5
modularity,117.0,0.5851989392251876,0.008954446287164356,5
modularity,118.0,0.5865428488572706,0.008734754380886459,5
modularity,119.0,0.5856367136282217,0.008450530602910894,5
modularity,120.0,0.5865411013550916,0.010231554519407826,5
modularity,121.0,0.5861114395129283,0.009689438344617936,5
modularity,122.0,0.5826221249796177,0.007294634363833835,5
modularity,123.0,0.5830531052062896,0.009732521419099941,5
modularity,124.0,0.5816568510194294,0.009458328853805976,5
modularity,125.0,0.5819548763338841,0.010491355775053552,5
modularity,126.0,0.5862238990174776,0.00808584563943875,5
modularity,127.0,0.5825810052283512,0.006780768760401058,5
modularity,128.0,0.5801621873473892,0.010463641884268666,5
cohesion,0.0,0.05474494787597818,0.0,5
cohesion,1.0,0.056491525313490686,0.0014394935216583769,5
cohesion,2.0,0.05544824771415565,0.003415488867630557,5
cohesion,3.0,0.05623479014771915,0.002124771098222473,5
cohesion,4.0,0.05632111076746217,0.004148130054305104,5
cohesion,5.0,0.05638738543038678,0.0032622832089639537,5
cohesion,6.0,0.05690497335432012,0.002330687967693956,5
cohesion,7.0,0.05837155080241283,0.0019466557506376573,5
cohesion,8.0,0.05657748908560171,0.002932728708611663,5
cohesion,9.0,0.05723555440140671,0.0025615721408451067,5
cohesion,10.0,0.05696704523500542,0.00408026202182119,5
cohesion,11.0,0.05839500151998052,0.003271887003687272,5
cohesion,12.0,0.05777113365116447,0.002535260621854894,5
cohesion,13.0,0.056444967388317516,0.004177237980482206,5
cohesion,14.0,0.057709489024075813,0.0019674289878871018,5
cohesion,15.0,0.05647695465127249,0.004012836263601137,5
cohesion,16.0,0.05625688493348584,0.004659035337998956,5
cohesion,17.0,0.05651130721437031,0.003918051200097857,5
cohesion,18.0,0.057237882359923976,0.0031857541523783155,5
cohesion,19.0,0.056011474470413325,0.0018111066004663908,5
cohesion,20.0,0.05589836898364105,0.0017556747864413292,5
cohesion,21.0,0.05592744711442116,0.0011704335836887052,5
cohesion,22.0,0.054649439259199774,0.002099049117058888,5
cohesion,23.0,0.05485884181527988,0.002741572091446049,5
cohesion,24.0,0.054983789673157334,0.0015551452064125693,5
cohesion,25.0,0.05575506633935192,0.0030054580469961525,5
cohesion,26.0,0.054387103621807376,0.003334304408606067,5
cohesion,27.0,0.056242369236489974,0.0030069164837409146,5
cohesion,28.0,0.05666616776470079,0.0031747857886681398,5
cohesion,29.0,0.05643330298288387,0.0028105175533709365,5
cohesion,30.0,0.05607895197123765,0.0029241245536632426,5
cohesion,31.0,0.05623624343738089,0.00277292622250202,5
cohesion,32.0,0.05647231147550269,0.0032227490083833535,5
cohesion,33.0,0.054226198408963144,0.0034388367532918523,5
cohesion,34.0,0.05604776644783336,0.00236272668991925,5
cohesion,35.0,0.05579323514286298,0.0045410287066798205,5
cohesion,36.0,0.057097359268851136,0.005189992396229109,5
cohesion,37.0,0.05621687829489593,0.006664417390739125,5
cohesion,38.0,0.0566020338390623,0.004227134470576871,5
cohesion,39.0,0.05649181299517295,0.001989149920689943,5
cohesion,40.0,0.05678647525212287,0.003727327276266941,5
cohesion,41.0,0.05705388247783436,0.0030054575129584075,5
cohesion,42.0,0.05728625153590662,0.002427298267986899,5
cohesion,43.0,0.05771641250578261,0.003577987262746409,5
cohesion,44.0,0.05793642381193861,0.004586077508056512,5
cohesion,45.0,0.056423434603333045,0.0031410951852364546,5
cohesion,46.0,0.05663263456977843,0.0036845464340044577,5
cohesion,47.0,0.057932015961832076,0.0031855520223795057,5
cohesion,48.0,0.05682742454373228,0.0032160125249624887,5
cohesion,49.0,0.055424879936246785,0.0036522013388847695,5
cohesion,50.0,0.05703623693465041,0.004722053515404466,5
cohesion,51.0,0.055612579787617286,0.0030202450388407526,5
cohesion,52.0,0.0557109880136243,0.004415218427184501,5
cohesion,53.0,0.055087909615018416,0.0036471797877964222,5
cohesion,54.0,0.05407700294763233,0.0018153721057506404,5
cohesion,55.0,0.054931676710010924,0.00295922516364041,5
cohesion,56.0,0.05517610515722328,0.0032776674237409366,5
cohesion,57.0,0.05423105862007035,0.0029737813341952834,5
cohesion,58.0,0.05397768590744452,0.0033694059571866314,5
cohesion,59.0,0.05362727239788083,0.004625173520695666,5
cohesion,60.0,0.054619094165114276,0.00391901179872242,5
cohesion,61.0,0.055680211859419626,0.005598009802660488,5
cohesion,62.0,0.05674195401649519,0.004760173024243465,5
cohesion,63.0,0.055923107893943017,0.003734890575068105,5
cohesion,64.0,0.054651941606343804,0.003966937293566713,5
cohesion,65.0,0.05555839208549964,0.0020527401048992876,5
cohesion,66.0,0.05655808949681124,0.0019039828532827748,5
cohesion,67.0,0.05550978497381587,0.0021079555209631744,5
cohesion,68.0,0.054903039501146986,0.0024120408543116157,5
cohesion,69.0,0.054577652857935754,0.0012850692899823006,5
cohesion,70.0,0.057352409274150765,0.0040542699991636495,5
cohesion,71.0,0.05736204136345069,0.003884779119561994,5
cohesion,72.0,0.05783551749171857,0.0037292088690008334,5
cohesion,73.0,0.05777296282410817,0.0033975376875136267,5
cohesion,74.0,0.05644342423784995,0.004881519780761697,5
cohesion,75.0,0.05580158076225565,0.0049760147077458575,5
cohesion,76.0,0.05571889283617819,0.003840903025064138,5
cohesion,77.0,0.05523570869330511,0.003965865776286357,5
cohesion,78.0,0.05653558219064262,0.00333293634143072,5
cohesion,79.0,0.055481277132875775,0.0005672361545426285,5
cohesion,80.0,0.05675511004451067,0.002992108498816631,5
cohesion,81.0,0.05664125442534392,0.004680855721448131,5
cohesion,82.0,0.05756535442852449,0.004865982277468756,5
cohesion,83.0,0.05827431160094999,0.0021787388978787713,5
cohesion,84.0,0.05849851426714897,0.003471044899825887,5
cohesion,85.0,0.058728372718141506,0.0038485473107647138,5
cohesion,86.0,0.05507486979805892,0.0014860225026165474,5
cohesion,87.0,0.05637751891117804,0.005594668770664681,5
cohesion,88.0,0.05555331439683849,0.005218974428225118,5
cohesion,89.0,0.05676700044180148,0.005815755314353972,5
cohesion,90.0,0.05535106928812354,0.005171389824013887,5
cohesion,91.0,0.055443085749154054,0.005080399094169995,5
cohesion,92.0,0.05567725150829367,0.005167696580887339,5
cohesion,93.0,0.05476741548158039,0.00313657336512576,5
cohesion,94.0,0.05346596098424698,0.003939506599033162,5
cohesion,95.0,0.05438100826545718,0.003945829029354169,5
cohesion,96.0,0.054151386065027396,0.0036253012337121656,5
cohesion,97.0,0.05455733040695526,0.005788766102419168,5
cohesion,98.0,0.05415215574444485,0.005666112759284894,5
cohesion,99.0,0.056094380210806725,0.0037986196076189543,5
cohesion,100.0,0.05580149274018955,0.00425778731065276,5
cohesion,101.0,0.055180809407003185,0.0034061841115334297,5
cohesion,102.0,0.05679028619277743,0.004347593456146126,5
cohesion,103.0,0.05597734636674526,0.0047311369238981,5
cohesion,104.0,0.0562483100409313,0.003989372094971258,5
cohesion,105.0,0.05686557401952197,0.0022386738876223806,5
cohesion,106.0,0.05639975168763113,0.0020492565763874323,5
cohesion,107.0,0.05704712564086385,0.002698836813232226,5
cohesion,108.0,0.056484238309062615,0.003139903966308485,5
cohesion,109.0,0.05749108865374484,0.003912122397553046,5
cohesion,110.0,0.058772493960704275,0.004773110908236726,5
cohesion,111.0,0.058427439298186445,0.004725600034930908,5
cohesion,112.0,0.058246661788660135,0.004980101749711069,5
cohesion,113.0,0.05695223857325834,0.00674394790363107,5
cohesion,114.0,0.05371158269151675,0.0053134005294174875,5
cohesion,115.0,0.05415124264569633,0.004417317707989229,5
cohesion,116.0,0.05460001624917725,0.005063907884367956,5
cohesion,117.0,0.054357642912047296,0.0060247097863811265,5
cohesion,118.0,0.0541199427348511,0.0035984339942676013,5
cohesion,119.0,0.05397244321987212,0.004218382594562378,5
cohesion,120.0,0.054644409193490874,0.00804112103538157,5
cohesion,121.0,0.05395357781299206,0.007612237982842422,5
cohesion,122.0,0.05495855456615928,0.006482604694259302,5
cohesion,123.0,0.05428373483107637,0.006679289110347103,5
cohesion,124.0,0.054876141848622294,0.005583672646314836,5
cohesion,125.0,0.05495286860044325,0.004864671512809511,5
cohesion,126.0,0.054414266860465146,0.004986068389868823,5
cohesion,127.0,0.05425181859648218,0.003911791415015822,5
cohesion,128.0,0.054607638794240895,0.0034491816828748404,5
coupling,0.0,0.297362837223401,0.0,5
coupling,1.0,0.29772658381327677,0.011694273852293059,5
coupling,2.0,0.29833282812973627,0.009238527157649926,5
coupling,3.0,0.2979690815398605,0.007559166539651593,5
coupling,4.0,0.30194651865994077,0.010505860044927786,5
coupling,5.0,0.3021590535213197,0.0053909449762082175,5
coupling,6.0,0.2974275142963811,0.006642005980165196,5
coupling,7.0,0.2956689092255026,0.005899596552566697,5
coupling,8.0,0.2984587005758619,0.004653919380226528,5
coupling,9.0,0.2984592517061452,0.007850197018243282,5
coupling,10.0,0.2983979465088612,0.008664974469888988,5
coupling,11.0,0.2940908530287297,0.008184122966217266,5
coupling,12.0,0.2962324184109324,0.003954728282889932,5
coupling,13.0,0.29930714500328975,0.008721445549759333,5
coupling,14.0,0.2990027352223058,0.011381196190166304,5
coupling,15.0,0.29997309430794084,0.013770561877415186,5
coupling,16.0,0.2970030492922663,0.012705897171641257,5
coupling,17.0,0.29960851995101084,0.017408034785101806,5
coupling,18.0,0.3031276251642935,0.014191438088610939,5
coupling,19.0,0.2976725115005847,0.014412759810983174,5
coupling,20.0,0.3021770096786075,0.008452236516103688,5
coupling,21.0,0.30090457755807365,0.007353160131273035,5
coupling,22.0,0.3038759836586042,0.009091444720370379,5
coupling,23.0,0.3058758533102445,0.013339661139178893,5
coupling,24.0,0.3004160855744178,0.013533707411003211,5
coupling,25.0,0.29671681878451667,0.00819950558178606,5
coupling,26.0,0.29574565044798057,0.009480918286759926,5
coupling,27.0,0.2998047481010743,0.012364080185828283,5
coupling,28.0,0.2957415137334558,0.013716165876672988,5
coupling,29.0,0.2981430228159344,0.008974770045633261,5
coupling,30.0,0.2928592063129588,0.01005870081694516,5
coupling,31.0,0.29689988545871054,0.01666617105820429,5
coupling,32.0,0.29475513731939806,0.018805293105633423,5
coupling,33.0,0.2989433568535908,0.015043414235262823,5
coupling,34.0,0.2920184001718332,0.011937546275885684,5
coupling,35.0,0.2978429977268246,0.01259752982443657,5
coupling,36.0,0.2984692964560011,0.006122245746459577,5
coupling,37.0,0.2933527540314535,0.004841936633709112,5
coupling,38.0,0.2916884582314263,0.0036581514656839572,5
coupling,39.0,0.29096017323261103,0.00323278082462975,5
coupling,40.0,0.29369152908071133,0.00955672770045153,5
coupling,41.0,0.2932409976282805,0.006482080509432454,5
coupling,42.0,0.29239135369668584,0.00876314425232652,5
coupling,43.0,0.29621783784240113,0.0074782702870439,5
coupling,44.0,0.3007765160434726,0.016900886309650226,5
coupling,45.0,0.2950631368536506,0.007549480426994398,5
coupling,46.0,0.2948236646000358,0.01060050295906996,5
coupling,47.0,0.2932452576452794,0.008814242649923823,5
coupling,48.0,0.2934202533953089,0.011642541021894626,5
coupling,49.0,0.2931167268084943,0.014274708627477461,5
coupling,50.0,0.2976712725026899,0.013361492550215565,5
coupling,51.0,0.30119596313659264,0.022289239031452246,5
coupling,52.0,0.30115176747614364,0.02034820616937789,5
coupling,53.0,0.3068997737649144,0.018216432570484987,5
coupling,54.0,0.3033791763767744,0.021110021754105642,5
coupling,55.0,0.3017377847307938,0.015016274937216731,5
coupling,56.0,0.30283086535273224,0.014737544455253717,5
coupling,57.0,0.30283084698187557,0.014835676912831957,5
coupling,58.0,0.2987598374276631,0.012110809685412147,5
coupling,59.0,0.2967974788303003,0.010759591955853617,5
coupling,60.0,0.30050094390321425,0.012924089363730358,5
coupling,61.0,0.3003800457204903,0.01227611910005597,5
coupling,62.0,0.3008066840523508,0.014375908447645502,5
coupling,63.0,0.3017173752032821,0.011853073771923225,5
coupling,64.0,0.3024213648349782,0.017207717563429113,5
coupling,65.0,0.299969687784177,0.008986774200741697,5
coupling,66.0,0.3002913391804599,0.009802118507253488,5
coupling,67.0,0.2909542759801333,0.006224588774214106,5
coupling,68.0,0.2958045981554217,0.006996763135708475,5
coupling,69.0,0.2967745155330345,0.007784605145593053,5
coupling,70.0,0.29679177640062565,0.017070348849020613,5
coupling,71.0,0.297701326697121,0.020927982153199524,5
coupling,72.0,0.2919334844091768,0.01355038250036627,5
coupling,73.0,0.2900546238156488,0.010309194024736748,5
coupling,74.0,0.2938163926975078,0.010413423049590127,5
coupling,75.0,0.29333176522268106,0.009990739564178895,5
coupling,76.0,0.30418125668686513,0.01657670464235949,5
coupling,77.0,0.3075201079444937,0.014636526993122439,5
coupling,78.0,0.30199995501303,0.01241866360010351,5
coupling,79.0,0.3016365028058269,0.008952812672062995,5
coupling,80.0,0.29969642908225336,0.006904545424461664,5
coupling,81.0,0.2992457621576793,0.009989147965755528,5
coupling,82.0,0.3079198380166791,0.01594202520616729,5
coupling,83.0,0.3071911486003569,0.02083190019963134,5
coupling,84.0,0.31180084885713394,0.017118472120987306,5
coupling,85.0,0.305372324108622,0.00939683919309239,5
coupling,86.0,0.302822751218126,0.013948685730678074,5
coupling,87.0,0.3117396722904907,0.01978203907522122,5
coupling,88.0,0.3087674198846437,0.01819790228184803,5
coupling,89.0,0.3091328421988916,0.013425194657113467,5
coupling,90.0,0.30379386328083857,0.01381098968550851,5
coupling,91.0,0.3006289464733782,0.0061138834648966165,5
coupling,92.0,0.3018413239537855,0.009555842568396323,5
coupling,93.0,0.2975972661408489,0.00396798365775862,5
coupling,94.0,0.3011771061021083,0.008675982106389549,5
coupling,95.0,0.2971728012989465,0.013131248342972593,5
coupling,96.0,0.2963219246237644,0.010925467584105883,5
coupling,97.0,0.29668719695477735,0.017214857972381644,5
coupling,98.0,0.29595839752446756,0.016005326205157204,5
coupling,99.0,0.29729309154118516,0.017434628000349523,5
coupling,100.0,0.2983624049849955,0.013082188503663715,5
coupling,101.0,0.3021845037156007,0.01586389646192646,5
coupling,102.0,0.30547601608604835,0.020537969455226724,5
coupling,103.0,0.3059625212793212,0.019386205809598555,5
coupling,104.0,0.30850985037107115,0.018599234747175977,5
coupling,105.0,0.3119136560792163,0.010969379236048066,5
coupling,106.0,0.30820777641777364,0.014890067169040946,5
coupling,107.0,0.307054052008069,0.015808948473407844,5
coupling,108.0,0.3090019550935064,0.014607401660416557,5
coupling,109.0,0.308835258721491,0.013340447237068976,5
coupling,110.0,0.30603740476803676,0.009338814515729816,5
coupling,111.0,0.31016503767513676,0.008736915263088875,5
coupling,112.0,0.3062831395591038,0.007799558438789523,5
coupling,113.0,0.30991962879244594,0.01235559731957265,5
coupling,114.0,0.30768061369338795,0.008383024884596281,5
coupling,115.0,0.3089546293401551,0.005588272251272285,5
coupling,116.0,0.305311052967584,0.004286068366632434,5
coupling,117.0,0.304344009731674,0.007812150579929929,5
coupling,118.0,0.30070317622113063,0.009714795390196224,5
coupling,119.0,0.3001562112869821,0.008041849806837375,5
coupling,120.0,0.29948956645780095,0.01230234282142071,5
coupling,121.0,0.29808888413645884,0.004802297701625664,5
coupling,122.0,0.3064040208134972,0.010468896799789358,5
coupling,123.0,0.30325496236715704,0.01342910084247533,5
coupling,124.0,0.30616937119738935,0.015391721197654733,5
coupling,125.0,0.29991570666928097,0.018769687897932156,5
coupling,126.0,0.30091141803971533,0.012321666128628728,5
coupling,127.0,0.30870121313449356,0.02142981794815911,5
coupling,128.0,0.3121047680688765,0.025620084454425377,5
