metric,step,mean,ci95,n
cohesion,17.0,0.057131206709356355,0.008071474080410083,5
cohesion,18.0,0.05613938662501542,0.007608614430123491,5
cohesion,19.0,0.056963886561926205,0.007085079601734555,5
cohesion,20.0,0.056808252398901436,0.007303377541670386,5
cohesion,21.0,0.055466354486540234,0.005345946519040457,5
cohesion,22.0,0.05532635556368239,0.006092976122638152,5
cohesion,23.0,0.054525505474701606,0.005688068972960539,5
cohesion,24.0,0.05630279309112203,0.004782189965159017,5
cohesion,25.0,0.05691473516115645,0.004198786425515947,5
cohesion,26.0,0.05596717001380462,0.0039348003861007326,5
cohesion,27.0,0.057228021405583626,0.0032454994781699444,5
cohesion,28.0,0.05631897390859723,0.0032102193038066476,5
cohesion,29.0,0.056112492522187266,0.0031094923101933846,5
cohesion,30.0,0.05705086124720321,0.003707369327670537,5
cohesion,31.0,0.05590792847955796,0.005667096055292578,5
cohesion,32.0,0.05483379237754645,0.0035113068395036216,5
cohesion,33.0,0.055616042404368383,0.004813904885717898,5
cohesion,34.0,0.057206541829079874,0.0027819167343167217,5
cohesion,35.0,0.057572016973681285,0.00323297776302375,5
cohesion,36.0,0.05659957620234422,0.0025093841473889595,5
cohesion,37.0,0.05696799757815908,0.0027555269692280233,5
cohesion,38.0,0.05790619870809164,0.003685832592837503,5
cohesion,39.0,0.057723518477228807,0.004177548845301142,5
cohesion,40.0,0.056500020218045455,0.004400741646916107,5
cohesion,41.0,0.057597947566733955,0.0049728522004190675,5
cohesion,42.0,0.057299421916800666,0.004758664729223739,5
cohesion,43.0,0.056442665220118815,0.003058293756460538,5
cohesion,44.0,0.05690816078675692,0.0027873753409641366,5
cohesion,45.0,0.056550978993424095,0.0038569061198770876,5
cohesion,46.0,0.056292076131602184,0.004381536651236687,5
cohesion,47.0,0.055801913077465834,0.005422011062425892,5
cohesion,48.0,0.05749830683262418,0.005233840897123927,5
cohesion,49.0,0.057818711287950283,0.004209936887931178,5
cohesion,50.0,0.055443227311983256,0.002125729925479121,5
cohesion,51.0,0.05657927210459207,0.0032367342536866006,5
cohesion,52.0,0.05690252794487218,0.001987073072796004,5
cohesion,53.0,0.0588035861709645,0.0019010329511399827,5
cohesion,54.0,0.05730296353386575,0.002533269877979805,5
cohesion,55.0,0.05682633621906548,0.0015181309757141288,5
cohesion,56.0,0.056966485366676055,0.0013512806168238822,5
cohesion,57.0,0.05625035210072175,0.002422159779930182,5
cohesion,58.0,0.0548247140655919,0.0020735090637255165,5
cohesion,59.0,0.055137440617131425,0.001699993069840621,5
cohesion,60.0,0.057394816629459965,0.002896509739340471,5
cohesion,61.0,0.05591515252659699,0.0028127124732227476,5
cohesion,62.0,0.058439168665320326,0.004372226797150771,5
cohesion,63.0,0.05809626355547052,0.0037662919461175256,5
cohesion,64.0,0.056327235352414386,0.004585585340441661,5
cohesion,65.0,0.05728039892480709,0.002454265467305569,5
cohesion,66.0,0.05646631658468428,0.0031385016567623126,5
cohesion,67.0,0.05771560177311743,0.0042567460481865846,5
cohesion,68.0,0.05694182324614229,0.0036439220577707977,5
cohesion,69.0,0.05814589058214553,0.005484149109973528,5
cohesion,70.0,0.056826386358428335,0.003591178312464584,5
cohesion,71.0,0.05847415611192164,0.004949426114150696,5
cohesion,72.0,0.057552846849186566,0.004765911341076981,5
cohesion,73.0,0.05639715645554033,0.005133160515022081,5
cohesion,74.0,0.05605827949734735,0.004195006457864151,5
cohesion,75.0,0.055082027474352604,0.004719748708660772,5
cohesion,76.0,0.05438342865305754,0.0034195106191332756,5
cohesion,77.0,0.05598608287034894,0.005175434946035744,5
cohesion,78.0,0.05447183800974287,0.0031110149640412254,5
cohesion,79.0,0.05613650807456148,0.00339780273672229,5
cohesion,80.0,0.05825954318688813,0.0054989862596987035,5
cohesion,81.0,0.05831635049709828,0.0051200766650999424,5
cohesion,82.0,0.058232487564900695,0.0033902200414992,5
cohesion,83.0,0.05811966569106834,0.003786189618653436,5
cohesion,84.0,0.05776244209293353,0.0011392430377844616,5
cohesion,85.0,0.05688765258742373,0.002862565384340792,5
cohesion,86.0,0.058585411289220915,0.000955248872151622,5
cohesion,87.0,0.056178054357805575,0.006171889042932852,5
cohesion,88.0,0.05623052090165721,0.005095217898880469,5
cohesion,89.0,0.05484342405758673,0.0046745295611838895,5
cohesion,90.0,0.053498639275646444,0.008333014201237665,5
cohesion,91.0,0.05348177116931552,0.0069285915512811115,5
cohesion,92.0,0.05576125328055399,0.004723571692682551,5
cohesion,93.0,0.05537234899894301,0.004325910183194665,5
cohesion,94.0,0.05436520492384737,0.005358092988009087,5
cohesion,95.0,0.05446075137397359,0.004535982158973022,5
cohesion,96.0,0.05412847776122166,0.004554956303345178,5
cohesion,97.0,0.055432462069388996,0.0047862397365762656,5
cohesion,98.0,0.05662539405077147,0.00446500261772412,5
cohesion,99.0,0.05671759883667047,0.004661175959409676,5
cohesion,100.0,0.056150862849726126,0.0031766654046579946,5
cohesion,101.0,0.05688675850667837,0.004097548473005472,5
cohesion,102.0,0.05793926348353344,0.002632623667430871,5
cohesion,103.0,0.057786930013220675,0.0025456868467220455,5
cohesion,104.0,0.05590006412519799,0.00532883977126882,5
cohesion,105.0,0.055223508906091234,0.0026681655302349524,5
cohesion,106.0,0.055845241070272486,0.003919777021588458,5
cohesion,107.0,0.05613200053785121,0.0029216497130692904,5
cohesion,108.0,0.05501090048185435,0.002146344137282791,5
cohesion,109.0,0.0563565027213205,0.005196368147016364,5
cohesion,110.0,0.05704970510550551,0.005409643912483066,5
cohesion,111.0,0.05747939906751134,0.005828690112467346,5
cohesion,112.0,0.057700372314978,0.002832435602305191,5
cohesion,113.0,0.05874258951624719,0.003574324091858671,5
cohesion,114.0,0.057928788406027144,0.0036813843525208504,5
cohesion,115.0,0.05849126450463045,0.003973016497051882,5
cohesion,116.0,0.05565836259733964,0.0038434512781586705,5
cohesion,117.0,0.05552268916267096,0.003703076582975744,5
cohesion,118.0,0.05417055715817878,0.0023093598830077155,5
cohesion,119.0,0.05423342881536832,0.0040335434927230105,5
cohesion,120.0,0.054559523209643676,0.0028158958083553563,5
cohesion,121.0,0.054252303251354515,0.004264778339767994,5
cohesion,122.0,0.053436099486560515,0.0033395932064064324,5
cohesion,123.0,0.05337480429992725,0.0038011083999973066,5
cohesion,124.0,0.05439479350983682,0.0032570878936463077,5
cohesion,125.0,0.055871378659756964,0.005419686711098504,5
cohesion,126.0,0.05430066334710961,0.004496828140063329,5
cohesion,127.0,0.05415841387220852,0.004060073188781607,5
cohesion,128.0,0.05621453522884399,0.0030375400310015312,5
coupling,0.0,0.310397090027281,0.0,5
coupling,1.0,0.30566838435889665,0.0074249638908315515,5
coupling,2.0,0.29913912571775525,0.007762942072402757,5
coupling,3.0,0.30083655465730014,0.009151210563489685,5
coupling,4.0,0.2987144605813438,0.005013452843528848,5
coupling,5.0,0.30083727156234386,0.013818444019277561,5
coupling,6.0,0.30344366256860456,0.0036941610040870125,5
coupling,7.0,0.3057664716746222,0.005601433499527638,5
coupling,8.0,0.3062335186552368,0.006830400841525112,5
coupling,9.0,0.3056269802907318,0.006089219031084648,5
coupling,10.0,0.3022310745493624,0.011459864760755145,5
coupling,11.0,0.30447570424125314,0.011885778100577313,5
coupling,12.0,0.2979187522844902,0.008446551898993345,5
coupling,13.0,0.2993154508691648,0.006285180149528073,5
coupling,14.0,0.30774566908905665,0.013683588803441884,5
coupling,15.0,0.3061055339587121,0.012889828807062274,5
coupling,16.0,0.30810746622973634,0.004927755823700441,5
coupling,17.0,0.3038150249189385,0.014260501573061895,5
coupling,18.0,0.3030291349217758,0.013295814584227178,5
coupling,19.0,0.2929656607706496,0.010130258376166794,5
coupling,20.0,0.2964230938135907,0.011098544123977965,5
coupling,21.0,0.3009086930562618,0.01901184546237889,5
coupling,22.0,0.2985430899210365,0.012968918745515243,5
coupling,23.0,0.29696501415865056,0.016135530435514966,5
coupling,24.0,0.30613075088203734,0.015533635863838395,5
coupling,25.0,0.305156195926753,0.012610651625404035,5
coupling,26.0,0.2978218903229241,0.016114891173105876,5
coupling,27.0,0.2989723010371711,0.014539810003310923,5
coupling,28.0,0.29745558742638994,0.01125549105052959,5
coupling,29.0,0.29951735013694225,0.016270027787377614,5
coupling,30.0,0.29988420693162915,0.01783265303383736,5
coupling,31.0,0.29861080008700475,0.01844883610467882,5
coupling,32.0,0.3080297796602978,0.01181726673489213,5
coupling,33.0,0.2985763664371067,0.01652219234635475,5
coupling,34.0,0.295592582444198,0.013715543557623874,5
coupling,35.0,0.29965822459234015,0.016809464596634915,5
coupling,36.0,0.2960213827752791,0.017900473009792504,5
coupling,37.0,0.2937768797496711,0.014272983563232288,5
coupling,38.0,0.2988092589300934,0.018988762572997364,5
coupling,39.0,0.2962603330465373,0.010328549698234468,5
coupling,40.0,0.2991094996074402,0.010784960039341783,5
coupling,41.0,0.3028074422555443,0.015456849219649254,5
coupling,42.0,0.3049923875968407,0.012489866440785268,5
coupling,43.0,0.3078771119255077,0.00912654912896023,5
coupling,44.0,0.3143668603978266,0.010498562321187364,5
coupling,45.0,0.3131521037202031,0.011391643899564718,5
coupling,46.0,0.3053322596440409,0.014225862276904068,5
coupling,47.0,0.311572812610579,0.008983632539268639,5
coupling,48.0,0.3055058555947426,0.010874920477189626,5
coupling,49.0,0.30883841871284357,0.010406601568279597,5
coupling,50.0,0.301814401062209,0.01565761909072084,5
coupling,51.0,0.304618503945835,0.006957645319793084,5
coupling,52.0,0.3009227310387693,0.009735485575617165,5
coupling,53.0,0.3060146958985857,0.0029663991256539527,5
coupling,54.0,0.30902909107772325,0.021293574940386396,5
coupling,55.0,0.3037648312341269,0.004761931805537373,5
coupling,56.0,0.30672569181590664,0.019288472218706186,5
coupling,57.0,0.3012208824598566,0.004924126611837189,5
coupling,58.0,0.3017053959169704,0.01001440354961798,5
coupling,59.0,0.30162959816830825,0.010713625012336282,5
coupling,60.0,0.30404962279624775,0.010302324830615814,5
coupling,61.0,0.30974596519168374,0.009309797276270106,5
coupling,62.0,0.3039307952432072,0.0038725478939695052,5
coupling,63.0,0.3080524760939307,0.01885113470353355,5
coupling,64.0,0.30641341013748485,0.015541590199067723,5
coupling,65.0,0.3085177326462564,0.0074668057194187155,5
coupling,66.0,0.2992421946044256,0.009215505623841286,5
coupling,67.0,0.2977872082449227,0.008891723678611274,5
coupling,68.0,0.298696574719612,0.017633906529759054,5
coupling,69.0,0.30524401333737494,0.009696972941498617,5
coupling,70.0,0.29918157017277963,0.014351887019093174,5
coupling,71.0,0.3040488591007694,0.0166599371164531,5
coupling,72.0,0.3037638541398608,0.009305406464867546,5
coupling,73.0,0.3097661877299791,0.01386138152135146,5
coupling,74.0,0.3064145025970323,0.004404234517788128,5
coupling,75.0,0.3090186700164478,0.01526362329989678,5
coupling,76.0,0.3054415709870229,0.01641835546846212,5
coupling,77.0,0.30598768712393953,0.014135480768404778,5
coupling,78.0,0.30153972071315843,0.01052616083975297,5
coupling,79.0,0.29674998620515475,0.015239699762947794,5
coupling,80.0,0.29931448409915,0.011713973571350096,5
coupling,81.0,0.3004664034023615,0.00998931160481365,5
coupling,82.0,0.302345907907736,0.006535763236480124,5
coupling,83.0,0.3016180469505622,0.008563234874783547,5
coupling,84.0,0.2980413159214957,0.005469574836327133,5
coupling,85.0,0.2994367076417465,0.010135678910859383,5
coupling,86.0,0.2975556218562581,0.00789833607383081,5
coupling,87.0,0.3055766789103157,0.013329212949046142,5
coupling,88.0,0.3043027935376955,0.015724280414756184,5
coupling,89.0,0.3025441703300567,0.014488115465107835,5
coupling,90.0,0.30217981325811627,0.013588179761883565,5
coupling,91.0,0.3053941957465798,0.01468449198512567,5
coupling,92.0,0.30933726641293025,0.00835563902116415,5
coupling,93.0,0.3087679859177353,0.009051077376317657,5
coupling,94.0,0.3059780111593294,0.00972344185935324,5
coupling,95.0,0.3068875066325664,0.011305750600655575,5
coupling,96.0,0.30773656101627395,0.01587875407471763,5
coupling,97.0,0.3054679828798371,0.013607720948367274,5
coupling,98.0,0.30116269230406223,0.014959911119983073,5
coupling,99.0,0.3036720451287177,0.016744832781130727,5
coupling,100.0,0.30500500846407474,0.009697368996112477,5
coupling,101.0,0.30215578821665423,0.008583720469650436,5
coupling,102.0,0.2997915272711952,0.010869534584881189,5
coupling,103.0,0.29809168867041375,0.010813691435637172,5
coupling,104.0,0.2934822991810447,0.011071380248999146,5
coupling,105.0,0.2984544589399204,0.009486113765022649,5
coupling,106.0,0.29675362580322245,0.010735964100890515,5
coupling,107.0,0.301971690074793,0.006479975850994457,5
coupling,108.0,0.307026507287265,0.013557535599389235,5
coupling,109.0,0.3088407331414167,0.017735050446159414,5
coupling,110.0,0.3141802848213313,0.010535362558239185,5
coupling,111.0,0.3154528434061427,0.02180947404428716,5
coupling,112.0,0.30129838657248886,0.010557349862378544,5
coupling,113.0,0.30736830251154224,0.004904515136081552,5
coupling,114.0,0.30573017310253253,0.010661555117808665,5
coupling,115.0,0.3035134796598039,0.013583171580934285,5
coupling,116.0,0.30758741238768106,0.01880080121726234,5
coupling,117.0,0.30910455098678685,0.015435317249712938,5
coupling,118.0,0.30352101058178327,0.013105523706820141,5
coupling,119.0,0.29982071081889483,0.01170576999839962,5
coupling,120.0,0.3047722976413343,0.0065801692211795056,5
coupling,121.0,0.3034382473365711,0.012128314115880683,5
coupling,122.0,0.309197663612473,0.01728438705280918,5
coupling,123.0,0.30337402188385054,0.012271831107450809,5
coupling,124.0,0.3024634774863612,0.007607413924417238,5
coupling,125.0,0.30647262171322504,0.009545096379743183,5
coupling,126.0,0.3106753314522154,0.0159996712515217,5
coupling,127.0,0.30576578428013373,0.018983921029100684,5
coupling,128.0,0.30880630616397403,0.009872723722646366,5
